brandId,tagIds
1588,"[6, 80, 12, 2, 5, 45, 42, 34, 17, 7, 9, 67, 26, 209, 119, 48, 23, 147, 20, 160]"
1596,"[42, 5]"
1597,"[23, 3, 149, 36, 34, 172, 235, 170]"
1599,[]
1602,"[199, 5, 75, 12, 202, 88, 67, 34, 30, 6, 77, 19, 38, 32, 241, 121, 73, 106, 2, 9]"
1605,"[3, 45, 36, 7, 2, 12, 5, 145, 26, 209, 65, 43, 171, 34, 71, 169, 143, 9, 25, 17]"
1606,"[196, 21, 160, 148, 36, 30, 7, 2, 83, 5, 22, 94, 45]"
1607,"[3, 12, 7, 5, 2, 6, 119, 63, 43, 100, 77, 40, 36, 9, 17, 38, 21, 20, 80, 48]"
1610,[]
1611,"[5, 3, 7, 69, 23, 9, 12, 2, 6, 30, 48, 131, 22, 42, 212, 20, 88, 126, 100, 17]"
1613,"[51, 36, 2, 5, 17, 90]"
1614,[]
1615,"[5, 3, 16, 2, 12, 40, 6, 7, 131, 23, 140, 242, 17, 209, 20, 9, 32, 86, 72, 38]"
1616,"[42, 6, 5, 69, 2, 20, 17, 12, 77, 48, 67, 26, 23, 80, 7, 182, 169, 9, 38, 100]"
1617,"[235, 126, 105]"
1618,"[19, 73, 21, 7]"
1619,"[145, 71, 17, 2, 26, 5, 6, 80, 12, 24, 239, 123, 100, 75, 20, 48, 67, 169, 32, 52]"
1620,"[12, 17, 2, 147, 213, 5, 67, 6, 34, 42, 27, 23, 80, 20, 38, 106, 169, 63, 97, 9]"
1621,"[80, 48, 19, 2, 3]"
1623,[]
1625,"[188, 195, 65, 23, 9, 25, 7, 5, 3]"
1626,"[3, 43, 166, 65, 242, 151]"
1628,"[80, 222, 72, 5, 182, 90, 2, 17, 100, 118, 16, 23, 6, 42, 235, 48, 95]"
1631,"[151, 36]"
1632,"[195, 43, 25]"
1633,"[12, 6, 5, 17, 34, 2, 26, 67, 80, 9, 48, 7, 3, 38, 23, 147, 42, 90, 100, 20]"
1636,"[72, 65, 25, 36, 100, 34, 5]"
1637,[213]
1639,"[5, 19, 38, 6, 65, 34, 7, 3, 2, 12]"
1640,[36]
1641,"[207, 188, 42, 17, 5, 12, 3]"
1642,"[12, 131, 95]"
1643,"[202, 213, 151, 38]"
1644,"[235, 3, 17, 36]"
1646,"[78, 12, 7]"
1647,"[43, 9, 48, 17, 5]"
1652,[73]
1654,[3]
1656,[7]
1662,"[2, 5, 27, 12, 3, 17, 126, 33, 169, 80, 6, 140, 105, 45, 110, 34, 131, 25, 36, 170]"
1663,"[40, 32, 2]"
1667,"[147, 27, 187]"
1668,[104]
1669,"[32, 34]"
1670,[]
1671,"[27, 6, 2, 12, 5, 80, 9, 20, 7, 239, 17, 48, 100, 169, 88, 19, 32, 65, 34, 126]"
1672,[40]
1676,[]
1677,"[2, 80, 17, 5, 100, 12, 212, 137, 21, 9, 48, 152, 72, 7, 32, 34, 131, 16, 148, 90]"
1678,"[21, 25]"
1679,"[5, 12, 7, 3, 2, 9, 19, 36, 24, 6, 48, 20, 88, 17, 32, 44, 26, 42, 131, 95]"
1680,"[2, 3, 12]"
1681,"[80, 6, 2, 5, 12, 3, 48, 100, 26, 147, 7, 42, 17, 23, 20, 67, 241, 9, 131, 63]"
1682,"[5, 2, 56, 3, 9, 145, 12, 38, 19, 17, 34, 43, 32, 70, 30, 65, 20, 67, 40, 25]"
1683,"[40, 75, 100, 3, 9, 36, 5, 97, 48, 149, 12, 38, 32, 7]"
1684,"[29, 63, 185]"
1688,"[5, 2, 32, 12, 71, 17, 42, 80, 24, 6, 3, 7, 69, 23, 40, 30, 48, 20, 100, 73]"
1691,"[27, 196, 217, 128]"
1692,"[159, 2, 27, 72, 139, 226, 12, 146, 205, 182, 29, 34, 150, 224, 128]"
1695,"[29, 152, 118, 224]"
1698,"[226, 3, 2, 5, 17, 72, 6, 145, 7, 12, 239, 100, 165, 48, 23, 45, 22, 38, 71, 26]"
1700,"[3, 48, 23, 5, 6, 241, 100, 195, 9, 80, 7, 65, 12, 17, 38, 242, 2, 222, 206, 20]"
1702,"[56, 5, 7]"
1703,"[65, 100, 34]"
1708,"[151, 5, 48, 42, 171, 65, 2]"
1709,"[5, 24, 6, 7, 20, 17, 23, 42, 30, 12, 3, 169, 38, 2, 184, 9, 131, 36, 94, 26]"
1710,"[36, 5, 51, 88, 29, 34, 152, 151, 2, 16, 70, 9, 23, 19, 178, 12, 187, 182]"
1711,"[239, 80, 12, 5, 100, 34, 72, 3, 48, 7, 2, 26, 126, 9, 6, 98, 40, 38, 24, 209]"
1712,[128]
1713,[]
1714,"[5, 23, 2, 12, 21, 32, 48, 121, 126, 100, 36, 43, 30, 17, 3, 9, 61, 7, 70, 88]"
1716,[3]
1717,"[3, 83, 23, 48, 5, 12, 140, 9, 239, 36]"
1718,[3]
1719,"[6, 5, 80, 23, 12, 48, 17, 9, 7, 26, 2, 3, 20, 225, 147, 42, 100, 45, 126, 72]"
1720,"[80, 217]"
1721,"[159, 51, 3]"
1722,"[147, 5, 16, 78, 7, 3, 19, 117, 160, 36, 30, 34, 2, 137, 12, 9]"
1724,"[7, 3, 12]"
1726,"[209, 42, 126, 5, 7, 3]"
1727,[]
1729,"[5, 3, 34, 6, 166, 204, 65, 36, 12, 17, 2]"
1730,[]
1731,"[3, 165, 48, 12, 150, 23]"
1732,"[27, 2, 89, 12, 17, 5, 90, 72, 80, 6, 38, 20, 93, 9, 169, 24, 48, 146, 63, 3]"
1733,"[202, 97, 131, 3, 12]"
1735,"[2, 202, 80, 148, 197, 25, 100, 38, 3, 7, 12, 71, 175, 217]"
1736,[]
1737,"[188, 6, 9, 2, 7]"
1738,[]
1740,"[159, 128, 182]"
1745,"[209, 3, 199, 51, 23, 126, 75, 33, 42, 2, 7]"
1746,"[5, 2, 12, 17, 9, 6, 100, 42, 61, 19, 34, 23, 7, 36, 22, 88, 20, 3, 56, 38]"
1747,"[2, 5, 26, 12, 9, 30, 7, 6, 17, 20, 229, 3, 100, 24, 131, 40, 126, 80, 73, 67]"
1749,"[24, 90, 226, 118, 224]"
1750,"[45, 6, 121, 80, 147, 2, 126, 100, 67, 7, 192, 12, 32, 26, 206, 48, 205, 223, 5, 97]"
1751,"[5, 48, 2, 3, 12, 17, 30, 7, 6, 23, 24, 20, 42, 40, 131, 186, 72, 117, 9, 67]"
1752,"[2, 5]"
1753,[6]
1754,"[147, 6, 80, 67, 12, 109, 17, 2, 42, 119, 5, 121, 97, 100, 75, 26, 89, 48, 45, 52]"
1755,"[2, 3, 5, 7, 126, 12, 24, 80, 16, 100, 17, 21, 52, 40, 93, 22, 23, 72, 149, 147]"
1756,[]
1757,"[80, 2, 12, 100, 5, 42, 72, 241, 6, 3, 23, 45, 48, 30, 121, 17, 225, 38, 126, 7]"
1758,"[3, 5, 12, 70, 6, 94, 24, 2, 7, 40, 229, 100, 195, 9, 152, 196, 17, 30, 131, 186]"
1762,[145]
1763,[]
1764,"[3, 7, 5, 9, 2, 19, 12, 88, 30, 151, 94, 20, 48, 209]"
1765,"[77, 43, 104, 5, 204, 51, 32, 65, 226, 173, 12, 159, 72, 36, 17, 2, 34, 160, 118, 106]"
1766,"[27, 63, 159, 2, 43, 89, 12, 240, 80, 119, 146, 6, 65, 36, 24, 34, 16, 100, 72, 128]"
1767,"[213, 119, 45, 80, 126, 5, 2, 9, 12, 7]"
1768,"[12, 6, 27, 2, 147, 213, 42, 150, 100, 73, 9, 123, 199, 5]"
1769,"[9, 3]"
1770,"[73, 19, 38, 36, 3]"
1772,"[3, 5, 209, 9, 48, 24, 43, 7, 148, 23, 25, 36]"
1773,[]
1778,"[5, 178, 9, 72, 3, 48]"
1781,"[89, 24, 9, 2, 3, 50, 12, 126, 43, 65, 7, 5, 22, 19, 42, 48, 40, 105]"
1782,"[146, 69, 19, 22, 17, 6, 12]"
1783,"[69, 89, 27, 45, 197, 152, 192, 43]"
1784,"[42, 5, 6, 147, 12, 75, 17, 80, 2, 26, 34, 9, 184, 23, 63, 3, 7, 20, 22, 24]"
1785,[88]
1786,"[216, 170]"
1788,[12]
1789,"[24, 40, 32, 12, 2, 5, 17, 20, 6, 42, 175, 100, 7, 63, 38, 126, 67, 80, 9, 113]"
1791,[]
1792,"[32, 126, 24, 21, 7, 3]"
1793,[205]
1794,"[6, 170, 5]"
1795,[21]
1796,"[169, 6, 33, 5, 17, 100, 32, 12, 147, 40, 7, 22, 2, 42, 235]"
1799,"[5, 139, 16, 128, 118, 90, 24, 34, 17, 12, 3, 6, 40, 9, 32, 7, 2, 174, 241, 29]"
1800,"[152, 97, 50, 43, 25, 7, 12]"
1801,"[6, 2, 3, 22, 17, 30, 63, 225, 100, 45, 97, 27, 50, 24, 48, 20, 93, 69, 26, 146]"
1802,"[5, 12, 34, 2, 3, 7, 38, 100, 77, 17, 56, 73, 20, 90, 9, 48, 6, 45, 23, 22]"
1805,[]
1807,[97]
1808,[]
1810,"[67, 48, 131, 21, 6, 12]"
1811,"[175, 3]"
1812,"[5, 2, 3, 17, 7, 20, 80, 12, 6, 93, 69, 9, 22, 30, 36, 23, 38, 242, 40, 222]"
1814,"[27, 45, 7]"
1815,"[2, 80, 6, 12, 48, 45, 5, 119, 7, 24, 20, 169, 100, 52, 69, 42, 38, 93, 109, 97]"
1819,"[3, 30, 90]"
1820,"[5, 2, 6, 80, 26, 67, 17, 93, 9, 20, 12, 45, 63, 48, 145, 100, 42, 7, 3, 147]"
1821,[]
1822,"[12, 2, 45, 5, 63, 150, 6, 7, 20, 17, 9, 72, 75, 23, 26, 110, 25, 131, 32, 100]"
1823,"[9, 151, 5, 23, 56, 7]"
1824,"[69, 19, 21, 6]"
1825,"[100, 21, 6, 20, 12, 2, 7, 3]"
1826,[]
1829,[145]
1830,"[106, 94, 95, 20, 25, 36, 6, 9, 3, 12]"
1832,"[7, 3]"
1834,[]
1835,[]
1836,[27]
1837,"[182, 5, 149, 3, 172, 9, 199]"
1838,"[32, 22, 17, 6, 12]"
1839,"[159, 139]"
1841,"[36, 2]"
1843,"[27, 119]"
1844,[]
1845,"[45, 126, 29, 2, 72, 226, 12, 170]"
1846,"[3, 67, 126, 80, 2, 12, 239, 48]"
1848,[]
1849,[21]
1850,"[72, 159, 61, 29, 109, 36, 2, 185, 51, 52, 98, 128, 5]"
1851,"[5, 3, 48, 12, 20, 2, 65, 7, 165, 36, 43, 34, 25, 9, 100, 225, 17, 98, 175, 126]"
1852,[]
1854,"[160, 94, 43, 36, 26, 22, 7, 12]"
1855,[]
1856,[139]
1857,"[5, 3, 182, 30, 23, 2, 32, 70, 29, 17, 38, 7, 69, 12, 20, 131]"
1859,"[71, 32, 26, 9, 3, 12]"
1863,"[80, 21, 3]"
1865,"[178, 23, 20, 17, 2, 3, 12]"
1867,[]
1868,[3]
1869,"[6, 126, 12, 77, 192, 7, 187]"
1870,"[131, 6]"
1872,[]
1876,[]
1877,[]
1880,[19]
1881,"[44, 33, 70, 12, 5, 17, 126]"
1882,"[45, 2, 100, 187, 6, 12, 145, 113, 16, 126, 63, 217]"
1883,[202]
1884,"[69, 121]"
1887,"[9, 7, 3]"
1889,"[80, 106, 34, 5, 17, 12, 2, 6, 3, 9, 100, 26, 72, 213, 229, 25, 45, 38, 241, 205]"
1890,[]
1891,[]
1893,"[80, 26, 69, 187, 52, 217, 182, 128]"
1895,"[45, 2, 27, 5, 17, 80, 12, 100, 6, 7, 3, 23, 26, 48, 131, 9, 30, 128, 32, 20]"
1896,"[71, 9, 3, 5, 12]"
1898,[3]
1899,[3]
1900,"[225, 170, 6, 228, 241, 80, 5, 98, 2, 187]"
1904,[121]
1906,"[3, 5, 2, 100, 12, 6, 48, 7, 17, 80, 9, 72, 119, 42, 27, 20, 23, 38, 24, 30]"
1907,"[100, 42, 69, 6, 7, 12, 2, 223, 21, 23, 126, 24, 121, 20, 199, 5]"
1909,"[80, 100, 2, 5, 9, 72, 126, 3, 212, 21, 229, 7, 223, 12, 42, 17, 34, 160, 121, 148]"
1910,"[6, 5, 145, 7, 29, 3, 26, 12, 17, 23, 100, 78, 97, 32, 9, 24, 2, 147, 21, 69]"
1911,"[213, 2, 5, 3, 17, 12, 126, 26, 9, 75, 6, 72, 175, 40, 173, 65, 148, 154, 23, 20]"
1912,"[45, 176, 12, 16, 63, 217]"
1913,"[100, 29, 2, 188, 25, 174, 36, 137, 5, 65, 72, 204, 6, 27, 7, 21, 9, 95]"
1915,[]
1917,"[84, 40, 38, 12]"
1919,[44]
1921,"[3, 80, 43, 5, 69, 42, 2, 118, 25, 17, 12, 45, 165, 44, 30, 20, 6, 7, 48, 128]"
1922,[73]
1923,[]
1924,[3]
1925,[230]
1926,"[48, 80, 6, 3, 2, 100, 241, 7, 26, 5, 137, 126, 12, 67, 109, 20, 118, 42, 17, 154]"
1927,[137]
1928,"[3, 7, 5, 36, 12, 242, 45, 9, 2, 23, 17, 100, 25, 126, 21, 30, 56, 65, 40, 22]"
1929,"[24, 42, 5, 2, 7, 20, 3, 12, 30, 23, 40, 131, 169, 32, 22, 184, 26, 100, 6, 9]"
1930,"[20, 12, 80, 26, 48, 228, 6, 147, 9, 17, 5, 75, 2, 42, 235, 40]"
1931,"[173, 45, 95, 12, 7]"
1932,[12]
1933,"[80, 24, 5, 6, 12, 17, 2, 48, 26, 213, 20, 3, 9, 100, 7, 147, 204, 67, 72, 23]"
1934,"[222, 137, 241, 43, 100, 126, 23, 9, 2, 7]"
1935,"[148, 21, 38, 7, 3, 2, 12]"
1936,"[160, 98, 73, 19, 23, 100, 5, 9, 2, 3]"
1937,"[90, 105, 69, 2, 34, 7, 6, 5, 3, 12]"
1941,"[187, 170, 123]"
1942,"[5, 3, 43, 30, 7, 36, 21, 2, 145, 65, 12, 48, 131, 32, 17, 9, 148, 126, 23, 94]"
1943,"[3, 7, 5, 2, 100, 30, 21, 23, 12, 126, 6, 131, 42, 17, 22, 89, 20, 9, 26, 94]"
1944,"[2, 211, 195, 150, 184, 63]"
1946,"[5, 109, 27, 2, 146, 12, 7, 202, 20, 32, 123, 154]"
1947,"[2, 6, 5, 7, 12, 21, 100, 63, 93, 75, 20, 24, 30, 9, 40, 94, 38, 67, 160, 48]"
1948,"[12, 5, 6, 2, 7, 9, 26, 33, 38, 24, 17, 25, 3, 169, 100, 34, 23, 20, 95, 27]"
1949,"[128, 5, 17, 44, 3, 34, 110, 84, 9, 48, 6, 56, 186, 12, 193, 23, 2, 166, 106, 98]"
1952,"[88, 5, 2, 19, 44, 117, 43, 170, 36, 34, 3, 137, 9]"
1953,"[80, 5, 217, 3, 6, 100, 2, 7, 118, 159, 12, 22, 138, 9, 95, 26, 93, 109, 17, 224]"
1955,"[69, 182, 42, 34, 145, 128]"
1956,"[5, 2, 72, 17, 12, 3, 9, 80, 23, 34, 6, 20, 7, 36, 65, 38, 26, 128, 100, 90]"
1957,"[192, 30, 32, 3, 12]"
1958,"[123, 182]"
1959,"[159, 2, 206, 75, 204, 43, 36, 5, 51, 174, 163, 34, 61, 72, 12, 172, 138, 128]"
1963,"[80, 2, 5, 6, 48, 3, 17, 9, 7, 126, 12, 169, 223, 52, 100, 20, 225, 72, 131, 63]"
1965,"[2, 229, 80, 5, 100, 44, 84, 72, 12, 6, 48, 9, 7, 126, 17, 20, 205, 63, 23, 95]"
1967,"[48, 72, 32, 80, 6, 42, 2, 100, 12, 5, 27, 93, 148, 123, 7, 17, 126, 225, 40, 9]"
1968,"[140, 148, 40, 36, 12, 2, 3]"
1969,"[21, 3]"
1973,[]
1974,"[44, 29, 5, 152, 9, 2, 6, 12, 34, 118, 26, 175, 65, 97, 17, 128, 63, 7, 67, 192]"
1975,"[80, 2, 93, 6, 26, 17, 5, 27, 137, 67, 12, 100, 3, 131, 228, 7, 126, 165, 109, 65]"
1976,[3]
1977,"[69, 3, 94, 113, 24, 5, 17, 2, 9, 7]"
1979,[]
1980,"[104, 33, 184, 40, 65, 5, 12, 3]"
1981,"[73, 6]"
1982,"[229, 80, 121, 72, 119, 2, 238, 100, 70, 12, 225, 149, 17, 216, 63, 222, 196, 131, 7, 84]"
1984,"[80, 16, 5, 34, 2, 90, 36, 182]"
1986,[224]
1987,"[19, 202]"
1988,[]
1989,"[2, 72, 5, 19, 12, 3, 7, 25, 36, 9, 90, 80, 65, 6, 30, 32, 48, 95, 24, 229]"
1994,"[209, 199]"
1997,"[71, 69, 45, 150, 145, 12, 2, 27, 6, 213, 17, 118, 52, 5, 152, 222, 192, 26, 113, 30]"
1998,"[159, 167, 131, 5, 9, 12, 2]"
1999,"[196, 169, 6, 21, 7, 9, 3]"
2002,"[30, 128]"
2004,"[21, 12]"
2005,"[29, 71, 90, 2, 169, 22, 5, 67, 12, 17, 75, 140, 239, 40, 217]"
2006,"[98, 19, 23, 3, 5, 2, 7, 12]"
2007,"[204, 128, 63, 72, 119, 27, 89, 26, 80, 3, 12]"
2008,"[36, 3, 5, 97, 7, 2, 25, 12, 51, 9, 19, 56, 43, 98, 42, 126, 88, 34, 212, 159]"
2009,[]
2010,"[5, 2, 193, 166, 185, 150, 12, 170, 154]"
2012,[139]
2014,"[26, 242, 30, 19, 2, 5]"
2018,"[80, 3]"
2019,"[159, 89, 217]"
2020,"[121, 205]"
2021,[]
2024,[209]
2025,"[5, 3, 36, 43, 2, 145, 12, 75, 26, 7, 9, 32, 98, 34, 29, 30, 195, 17, 38, 19]"
2035,[]
2036,[]
2037,"[69, 42, 73, 38, 6, 5, 12]"
2040,"[88, 3]"
2042,"[93, 230, 146, 36]"
2043,[]
2044,[7]
2045,"[239, 9, 7]"
2047,[]
2048,[151]
2054,[]
2055,[187]
2056,"[29, 104]"
2057,"[3, 5, 195, 137, 27, 7, 12, 43, 145, 72, 36, 26, 56, 131, 2, 32, 21, 6, 65, 17]"
2058,"[29, 100, 7]"
2060,[]
2061,[]
2066,"[176, 199]"
2067,"[5, 2, 24, 3, 7, 34, 36, 9, 45, 65, 23, 17, 159, 12, 100, 6, 29, 16, 165, 126]"
2068,"[241, 43, 71, 3, 9, 12, 2, 7]"
2069,"[5, 6, 12, 229, 26, 2, 17, 80, 30, 45, 147, 3, 20, 90, 204, 7, 9, 65, 83, 38]"
2070,"[3, 24, 5, 2, 93, 23, 30, 7, 6, 9, 95, 12, 140, 126, 25, 131, 186, 36, 154]"
2071,"[12, 2, 3, 5, 9, 17, 104, 19, 184, 7, 6, 34, 36, 48, 131, 97, 45, 237, 25, 23]"
2072,[]
2076,[]
2077,"[5, 2, 36, 30, 40, 72, 32, 12, 43, 9, 20, 17, 7, 51, 23, 65, 3, 38, 25, 24]"
2078,"[94, 25, 30, 6, 34, 12, 2, 5, 3]"
2081,[3]
2082,"[6, 3, 5, 12, 26, 17, 2, 7, 80, 23, 147, 45, 42, 241, 24, 100, 67, 89, 126, 97]"
2084,"[80, 25, 6, 12]"
2085,[]
2086,"[6, 16, 239]"
2087,[]
2088,[169]
2090,[152]
2091,"[2, 145, 5, 193, 12, 88, 34, 56, 118, 67, 163, 27, 19, 86, 73, 65, 98, 36, 95, 20]"
2095,"[88, 80, 3, 83, 118, 12, 9, 5]"
2096,[]
2103,"[89, 3, 172]"
2104,"[5, 17, 2, 56, 45, 69, 139, 6, 121, 12, 131, 3, 185, 36, 188, 165, 222, 169, 100, 7]"
2105,[7]
2107,"[3, 195, 5, 45, 48]"
2108,[151]
2110,[]
2112,"[213, 80, 239, 119, 63, 217]"
2114,"[45, 150, 2, 6, 170]"
2115,"[7, 3]"
2119,"[171, 140, 21, 34, 7, 12]"
2120,[]
2121,"[21, 17, 6]"
2122,"[5, 2, 32, 72, 6, 9, 65, 22, 40, 20, 19, 100, 12, 95, 7, 45, 36, 126, 43, 17]"
2123,"[67, 2, 5]"
2125,"[72, 229, 63, 2, 204]"
2126,"[45, 6, 9, 3, 2, 5, 12]"
2129,"[202, 83, 78, 65, 23]"
2131,"[138, 6, 65, 38, 3, 12]"
2132,[]
2133,"[175, 32, 94, 126, 30, 45]"
2134,[]
2135,[]
2136,"[27, 29, 173, 151, 84, 172, 44, 224]"
2137,"[241, 23, 7, 3]"
2140,"[27, 89, 6, 119, 12, 2, 192, 52, 63]"
2149,"[5, 43, 9, 36, 51, 222, 88, 2, 40]"
2150,[7]
2151,[]
2155,"[213, 119, 80, 69, 12, 238, 2, 197, 217, 27, 6, 45, 126, 63, 26, 100, 72, 239, 97, 75]"
2158,"[2, 69, 80, 5, 12, 17, 6, 67, 126, 100, 9, 34, 23, 24, 121, 42, 20, 72, 7, 45]"
2159,[]
2160,"[159, 36, 139]"
2161,"[2, 100, 45, 27, 97, 52, 226, 6, 109, 123, 119, 63, 72, 149, 12, 217]"
2163,"[195, 199]"
2164,"[80, 75, 137, 95, 36, 20, 9, 12, 2, 3]"
2165,"[2, 27, 12, 63, 5, 204, 137, 38, 217, 71, 45, 65, 7, 19, 119, 3, 211, 40, 9, 6]"
2167,[]
2175,"[223, 195, 19, 24, 21, 12, 7]"
2176,[]
2180,"[80, 5, 17, 2, 12, 6, 100, 241, 23, 20, 69, 197, 3, 48, 9, 38, 32, 22, 34, 67]"
2182,"[230, 67, 56, 25, 32, 38, 2, 5, 12, 9]"
2183,"[34, 100, 5, 205, 12, 27, 43, 9, 121, 2, 223, 204, 98, 36, 51, 7, 139, 16, 206, 19]"
2189,[]
2190,"[5, 43, 9, 67, 56, 2, 3, 93, 170, 182, 36]"
2191,"[5, 2, 7, 24, 30, 3, 9, 20, 12, 23, 40, 38, 36, 94, 22, 184, 42, 6, 17, 32]"
2194,"[6, 7, 3, 5, 19, 100, 93, 2, 67, 121, 23, 94]"
2195,"[42, 72, 73, 2]"
2198,[175]
2200,[]
2201,[]
2203,"[137, 146, 106, 5, 12]"
2204,"[113, 7]"
2205,"[43, 36, 22, 100, 6, 7]"
2206,[]
2207,"[71, 145, 131]"
2208,[84]
2210,"[98, 73, 26, 21, 9, 7, 12]"
2213,[225]
2214,"[225, 48, 110, 5, 22, 3, 50]"
2215,"[2, 241, 80, 5, 24, 20, 105, 48, 6, 42, 123, 3, 95, 154]"
2218,"[19, 38, 25, 9, 12]"
2221,"[195, 196, 73, 131, 126, 65, 5, 7, 12]"
2222,[128]
2223,"[195, 5, 25, 7, 12, 123, 70, 3, 9, 19]"
2225,"[34, 3]"
2231,"[113, 2, 3]"
2232,"[229, 80, 12, 149, 145, 95, 19, 2, 5, 119, 170, 40, 6, 7, 228, 42, 45, 32, 63, 48]"
2233,"[43, 242, 65, 7, 3, 12]"
2234,[7]
2235,[3]
2236,"[5, 12]"
2239,[184]
2240,"[5, 12, 6, 17, 26, 93, 2, 24, 30, 169, 95, 20, 42, 9, 7, 147, 40, 73, 32, 23]"
2244,"[205, 176, 195, 34, 25, 2, 12, 5, 9, 3]"
2245,"[126, 23, 25, 5, 2, 3]"
2247,[145]
2248,[]
2252,"[84, 217]"
2255,"[159, 36, 139, 118, 151, 5]"
2256,"[51, 172, 224]"
2257,"[80, 2, 27, 170]"
2259,[2]
2260,[]
2262,[3]
2263,"[42, 2, 84, 44, 159, 80, 5, 72, 12, 240, 29, 40, 63, 224, 20, 34, 69, 163, 9, 113]"
2265,"[3, 230, 110, 5, 117, 75]"
2269,"[2, 12]"
2270,[19]
2272,"[3, 7, 151, 5]"
2273,[]
2275,"[145, 78, 43, 3, 2]"
2276,"[5, 240, 12, 2, 65, 6, 45, 128, 40, 27, 89, 147, 110, 48, 226, 139, 17, 3, 75, 106]"
2277,"[5, 2, 42, 9, 26, 100, 71, 126, 48, 12, 22, 52, 7, 73, 34, 138, 32, 17, 40, 90]"
2281,"[12, 61, 67, 5, 30, 2, 143, 38, 48, 131, 19, 20, 121, 118, 202, 239, 170, 224]"
2282,"[5, 2, 3, 159, 9, 12, 36, 139, 17, 118, 6, 40]"
2283,[]
2286,"[34, 17, 6, 9, 2]"
2288,"[80, 223, 72, 169, 63]"
2289,[]
2290,[]
2292,[]
2294,"[6, 5, 12, 2, 80, 38, 34, 9, 30, 48, 17, 100, 213, 7, 26, 22, 20, 42, 169, 3]"
2295,"[5, 9, 3, 12]"
2296,[]
2297,"[5, 20, 2, 202, 126, 160, 6, 187, 16, 9, 45, 50]"
2304,[147]
2305,[]
2306,[65]
2309,[]
2316,"[40, 5, 6, 12, 26, 73, 34, 25, 186, 216, 30, 152, 147, 175, 123, 7, 224]"
2317,[27]
2319,"[128, 138, 160, 131, 7, 24, 6, 38, 12, 3]"
2322,"[171, 56, 5]"
2323,[5]
2324,"[80, 146, 48, 149, 170]"
2328,[139]
2330,"[34, 5, 25, 9, 106, 170, 48, 209, 24]"
2331,"[65, 3, 17, 199]"
2333,"[6, 12, 2]"
2335,"[43, 36, 65, 17, 3, 5, 7, 12]"
2336,[]
2337,"[32, 24, 7, 12]"
2338,"[19, 38, 3]"
2339,"[113, 242, 2, 7, 12]"
2340,[]
2341,"[204, 139, 128]"
2343,[]
2346,"[2, 223, 26, 71, 5, 3, 6, 12, 100, 7, 80, 9, 48, 45, 24, 22, 23, 73, 27, 148]"
2349,[]
2351,"[84, 20, 6, 3, 2, 7, 12]"
2356,"[44, 139, 16]"
2358,[]
2359,"[72, 5, 3, 12, 2, 34, 38, 7, 9, 23, 213, 6, 241, 43, 25, 61, 22, 19, 128, 69]"
2363,"[36, 27, 45, 12, 169, 211, 2, 172, 175, 48]"
2364,[94]
2368,"[169, 30, 24, 100, 17, 2, 12]"
2369,"[204, 139, 160, 88, 131]"
2370,[]
2375,[217]
2377,[]
2378,[3]
2379,"[26, 95, 23, 20, 25, 17, 6, 7, 3, 12]"
2381,"[3, 5, 36, 2, 43, 9, 7, 23, 98, 34, 100, 16, 110, 12, 65, 25, 6, 75, 137, 148]"
2382,[89]
2383,"[128, 29, 44, 187, 84, 3]"
2386,[]
2388,"[159, 78, 43, 23, 3, 5, 7, 12]"
2389,"[223, 88, 106, 40, 2, 7]"
2391,"[80, 2, 17, 145, 100, 5, 12, 3, 6, 7, 126, 131, 72, 24, 23, 9, 20, 45, 52, 48]"
2392,[7]
2393,"[71, 242, 7, 40, 32, 22, 170]"
2397,"[152, 209, 43, 118, 16, 36]"
2398,"[119, 45, 56, 19, 38, 34, 6, 12, 5]"
2399,[185]
2400,"[36, 2, 5, 163, 63, 51, 20, 43, 188, 23, 237, 65, 25, 12, 16, 17, 70, 29, 207, 19]"
2401,"[2, 5, 121, 80, 42, 17, 6, 12, 20, 69, 48, 26, 9, 131, 23, 67, 7, 38, 3, 100]"
2402,[80]
2403,[]
2404,[83]
2405,"[211, 3]"
2407,[]
2410,"[202, 42, 34, 17, 6, 5, 12]"
2411,"[50, 27, 126]"
2412,"[2, 27, 6, 5, 12, 80, 67, 147, 17, 239, 72, 48, 100, 38, 9, 44, 26, 20, 34, 7]"
2413,[166]
2415,[186]
2416,[]
2419,[]
2420,"[69, 100]"
2424,"[69, 42]"
2425,[]
2427,"[67, 7, 6, 20, 3, 12, 5, 9, 2]"
2431,[]
2432,[2]
2434,"[3, 98, 21, 7, 242, 131, 38, 12, 9]"
2438,[]
2439,[195]
2440,[27]
2441,"[34, 169, 5, 3, 9, 48, 145, 52, 6, 170]"
2443,[]
2445,"[43, 19, 21, 36]"
2449,[]
2450,"[5, 188, 32, 40, 12, 30, 6, 100, 9, 7, 24, 2, 23, 22, 3, 138, 20, 230, 45, 95]"
2452,[]
2453,[]
2454,"[5, 72, 2, 56, 3, 30, 73, 7, 207, 75, 12, 23, 70, 196, 38, 32, 17, 36, 22, 242]"
2455,"[175, 12, 6, 3, 26, 17, 80, 36, 34, 2, 7, 23, 44, 48, 50, 150, 195, 72, 21, 106]"
2456,"[71, 69, 145, 45]"
2458,"[61, 128]"
2459,[]
2461,[]
2462,"[160, 2, 3]"
2464,[]
2465,"[238, 104, 188, 126, 36, 7, 3, 12]"
